question_id,question,answer_options,correct_choice,llm_response,llm_response_raw,used_sources,answer_source,conditions,retrieval_iterations,final_doc_count,final_sufficient,final_confidence,retrieval_history,retrieved_documents,verdict,verdict_explanation,verdict_raw
630,"A 71-year-old woman with a history of non-small cell lung cancer (treated with chemotherapy and pembrolizumab), prior melanoma of the right shoulder, and a prior atypical fibroxanthoma of the left lower leg presents with an erythematous plaque on the left knee. Punch biopsy reveals a pan-dermal multinodular infiltrate extending into the subcutis, composed of large pleomorphic cells with irregular, variably reniform nuclear contours, occasional longitudinal grooves, vesicular chromatin, moderate grayish cytoplasm, and a high mitotic rate including atypical forms, along with areas of necrosis. A Grenz zone overlies the infiltrate. Immunohistochemistry shows strong diffuse positivity for CD1a and langerin (CD207), focal paranuclear dot-like CD68 positivity, and negativity for S100, SOX10, Melan-A, keratins (AE1/AE3), p40, TTF-1, CD3, CD20, CD163, and CD14. Next-generation sequencing identifies a high tumor mutational burden (17.4 mutations/Mb), pathogenic mutations in TP53, POT1, SH2B3, and SMARCA4, and copy number losses of CDKN2A, CDKN2B, and FOXA1.

Which of the following is the most likely diagnosis?","{""A"": ""Langerhans cell sarcoma"", ""B"": ""Metastatic melanoma"", ""C"": ""Interdigitating dendritic cell sarcoma"", ""D"": ""Anaplastic large cell lymphoma"", ""E"": ""Langerhans cell histiocytosis""}",A,Langerhans cell sarcoma,Langerhans cell sarcoma,,non_rag,,0,0,,,,,Correct,Exact match.,"{""verdict"":""Correct"",""explanation"":""Exact match.""}"
637,"An 86-year-old woman with a history of low-grade B-cell lymphoma achieved complete remission after six cycles of bendamustine-rituximab therapy. Approximately four weeks later, she developed persistent fever and painful erythematous nodules on the lateral aspect of her left thigh and lower leg. Skin biopsy with hematoxylin and eosin staining demonstrated diffuse infiltration of mature neutrophils within the dermal layer. An extensive workup including blood cultures, antigen-antibody tests, and CT imaging revealed no evidence of active infection. Laboratory evaluation showed pancytopenia (WBC 2290/μL, hemoglobin 8.7 g/dL, platelets 107,000/μL). CMV viremia was detected by PCR and treated with valganciclovir, but fever and skin lesions persisted.

Which of the following is the most likely diagnosis of this patient's cutaneous condition?","{""A"": ""Sweet syndrome"", ""B"": ""Leukemia cutis"", ""C"": ""Erythema multiforme"", ""D"": ""CMV-associated vasculitis"", ""E"": ""Drug-induced hypersensitivity reaction to valganciclovir""}",A,Sweet syndrome.,Sweet syndrome.,,non_rag,,0,0,,,,,Correct,Exact match.,"{""verdict"":""Correct"",""explanation"":""Exact match.""}"
642,"A 45-year-old woman with stage IV Luminal A subtype metastatic breast cancer (liver and bone metastases) presents with persistently low platelet counts following multiple lines of chemotherapy (AC-T, docetaxel-capecitabine) and subsequent endocrine therapy. Despite treatment with recombinant human thrombopoietin, eltrombopag, avatrombopag, steroids, and repeated platelet transfusions, her platelet count remains below 50 × 10⁹/L, with a nadir of 5–6 × 10⁹/L. Bone marrow biopsy from the right iliac crest reveals a complete absence of megakaryocytes, infiltration by atypical cells arranged in glandular formations consistent with metastatic moderately differentiated adenocarcinoma, and strongly positive (3+) reticulin staining. There is no evidence of immune-mediated platelet destruction.

Which of the following is the most likely diagnosis explaining this patient's refractory thrombocytopenia?","{""A"": ""Immune thrombocytopenic purpura"", ""B"": ""Cancer therapy-induced thrombocytopenia"", ""C"": ""Disseminated intravascular coagulation"", ""D"": ""Thrombotic thrombocytopenic purpura"", ""E"": ""Heparin-induced thrombocytopenia""}",B,Bone marrow metastasis with myelophthistic effect.,Bone marrow metastasis with myelophthistic effect.,,non_rag,,0,0,,,,,Incorrect,"The candidate answer attributes thrombocytopenia to bone marrow metastasis/myelophthisic process, not to cancer therapy-induced thrombocytopenia.","{""verdict"": ""Incorrect"", ""explanation"": ""The candidate answer attributes thrombocytopenia to bone marrow metastasis/myelophthisic process, not to cancer therapy-induced thrombocytopenia.""}"
646,"A 39-year-old man presents with a 6-month history of a gradually enlarging, painless swelling of the left preauricular area. Examination reveals a 3-cm firm, barely movable mass over the central part of the left parotid gland with no overlying skin changes, no facial paralysis, and no cervical lymphadenopathy. Ultrasound shows an oval, hypoechoic, smoothly demarcated lesion within the left parotid parenchyma. Fine-needle aspiration biopsy demonstrates a nonepithelial malignant tumor. Further history reveals that 7 years ago he underwent excision of an ipsilateral conjunctival nevus, followed by recurrence and malignant transformation in 2022, which was treated with wide local excision and oral mucosa transplant; histopathology at that time showed a nodular, pigmentless nevoid melanoma with HMB45 diffuse positivity and Ki67 up to 10%. A follow-up conjunctival biopsy now shows only sparse small lymphocyte clusters with no malignant tissue. MRI demonstrates a pathological nodular mass in the superficial lobe of the left parotid gland with strong heterogeneous enhancement. Total parotidectomy with ipsilateral neck dissection is performed. Histopathology of the parotid specimen reveals tumor cells with ample eosinophilic cytoplasm containing melanin pigment and atypical nuclei with prominent nucleoli, measuring 2.2 cm, confined to an intraparotid lymph node without extranodal extension. Immunohistochemistry shows HMB45(+), SOX10(+), S100(+), MELAN A(+), CK(−), LCA(−), and p40(−).

Which of the following is the most likely diagnosis of the parotid lesion?","{""A"": ""Metastatic melanoma to an intraparotid lymph node"", ""B"": ""Primary parotid mucoepidermoid carcinoma"", ""C"": ""Warthin tumor"", ""D"": ""Metastatic squamous cell carcinoma to the parotid gland"", ""E"": ""Primary parotid acinic cell carcinoma""}",A,Metastatic melanoma,Metastatic melanoma,,non_rag,,0,0,,,,,Partially correct,The candidate correctly identifies metastatic melanoma but omits the specific location (intraparotid lymph node).,"{""verdict"": ""Partially correct"", ""explanation"": ""The candidate correctly identifies metastatic melanoma but omits the specific location (intraparotid lymph node).""}"
647,"An 88-year-old postmenopausal woman of Italian ethnicity presents after her daughter was recently diagnosed with a progressive scarring alopecia. She reports that her hairline began receding at age 60, with gradual loss of her hairline, eyebrows, and body hair on her arms and legs, accompanied by pruritus. Past medical history includes hysterectomy at age 40, rheumatoid arthritis, and autoimmune thyroid disease. Her sister has a similar presentation. Physical examination reveals a glabella-to-hairline measurement of 10.2 cm, complete loss of eyebrows, and absence of body hair on the arms and legs. No facial papules are noted. Trichoscopic examination demonstrates perifollicular scale.

Which of the following is the most likely diagnosis?","{""A"": ""Frontal fibrosing alopecia"", ""B"": ""Alopecia areata"", ""C"": ""Androgenetic alopecia"", ""D"": ""Discoid lupus erythematosus"", ""E"": ""Trichotillomania""}",A,Frontal Fibrosing Alopecia,Frontal Fibrosing Alopecia,,non_rag,,0,0,,,,,Correct,Exact match.,"{""verdict"": ""Correct"", ""explanation"": ""Exact match.""}"
648,"A 49-year-old woman with a history of right breast malignancy treated with modified radical mastectomy and adjuvant chemotherapy followed by tamoxifen approximately 11 years ago presents with a 6-month history of worsening constipation, significant weight loss, and altered bowel habits. Abdominal examination is unremarkable and digital rectal examination reveals no palpable masses. Tumor markers show an elevated carcinoembryonic antigen (5.01 ng/mL) and carbohydrate antigen 724 (64.32 U/mL). CT scan demonstrates thickening of the gastric antrum and rectal wall with luminal narrowing. Flexible colonoscopy identifies mucosal tissue 20 cm from the anal verge with mild edema, lymphocytic infiltration, small vessel wall thickening, and occasional signet-ring cell-like cells. Immunohistochemistry of the rectal biopsy shows positivity for CK, TRPS1, and Ki-67. Upper endoscopy reveals a gastric cardia polyp; biopsy of the gastric angularis shows solitary and clustered round epithelial-like cells in the lamina propria. Gastric immunohistochemistry demonstrates positivity for TRPS1, P120, and GATA-3; negativity for E-cadherin and CD68; weak-to-moderate estrogen receptor positivity (70%); weak progesterone receptor positivity (1%); Ki-67 positivity (3%); and HER2 score of 1+. These findings are concordant with the immunoprofile of the original breast tumor (ER+, PR+, HER2 2+, CK+, cytoplasmic P120+).

Which of the following is the most likely diagnosis explaining the gastric and rectal lesions in this patient?","{""A"": ""Metastatic lobular carcinoma from the prior breast malignancy"", ""B"": ""Primary gastric adenocarcinoma with synchronous rectal adenocarcinoma"", ""C"": ""Diffuse-type primary gastric carcinoma (signet-ring cell carcinoma)"", ""D"": ""Gastrointestinal stromal tumor with multifocal involvement"", ""E"": ""Primary colorectal adenocarcinoma with gastric extension""}",A,Metastatic breast cancer.,Metastatic breast cancer.,,non_rag,,0,0,,,,,Partially correct,The candidate correctly identifies metastatic breast cancer but lacks the specific histologic qualifier of lobular carcinoma.,"{""verdict"":""Partially correct"",""explanation"":""The candidate correctly identifies metastatic breast cancer but lacks the specific histologic qualifier of lobular carcinoma.""}"
650,"A 34-year-old woman (G3P2) presents at 23 weeks of gestation for genetic counseling due to a significant family history. Her 7-year-old son has sparse, fine, lusterless hair with partial hair loss on the scalp; thinning, raised, light eyebrows; a depressed nasal bridge and saddle nose; dry, rough skin; and severe dental abnormalities including peg-shaped teeth in the upper jaw and missing teeth in the lower jaw. Fetal ultrasound at 23 weeks reveals thin upper and lower alveolar ridges with no hypoechoic tooth germ tissue visible in either alveolar bone, an abnormally pointed arc of the lower alveolar bone, and eversion of both the upper and lower lips. Trio-based whole-exome sequencing identifies a hemizygous variant in exon 7 of the EDA gene (c.806G>T, p.Gly269Val) in the proband; the mother is a heterozygous carrier, and the father does not carry the variant. The variant is absent from population databases, predicted deleterious by multiple in silico tools, and located at a highly conserved amino acid residue across mammalian species. Sanger sequencing of fetal amniotic fluid confirms the fetus carries the same variant.

Which of the following is the most likely diagnosis in both the proband and the fetus?","{""A"": ""X-linked hypohidrotic ectodermal dysplasia"", ""B"": ""Autosomal recessive hypohidrotic ectodermal dysplasia due to WNT10A variant"", ""C"": ""Autosomal dominant ectodermal dysplasia due to DLX3 variant"", ""D"": ""Hidrotic ectodermal dysplasia (Clouston syndrome)"", ""E"": ""Chondroectodermal dysplasia (Ellis\u2013van Creveld syndrome)""}",A,X-linked hypohidrotic ectodermal dysplasia.,X-linked hypohidrotic ectodermal dysplasia.,,non_rag,,0,0,,,,,Correct,Exact match.,"{""verdict"":""Correct"",""explanation"":""Exact match.""}"
651,"A 40-year-old woman presents with a 10-year history of progressive, widespread telangiectasias that began on the right foot and spread to involve the bilateral lower legs, thighs, buttocks, lower abdomen, and bilateral forearms. She reports an associated burning sensation and a 'rubber band-like' sensation in the legs that improves with elevation and cool air. She denies mucosal involvement. Prior autoimmune workup was negative, and she has no significant medical or family history. Physical examination reveals large, confluent telangiectatic patches over the affected areas. Skin biopsy of the left shin demonstrates superficial blood vessel wall thickening with deposition of type IV collagen around the vessel walls, without evidence of thin-walled, dilated vessels alone.

Which of the following is the most likely diagnosis?","{""A"": ""Cutaneous collagenous vasculopathy"", ""B"": ""Generalized essential telangiectasia"", ""C"": ""Hereditary hemorrhagic telangiectasia"", ""D"": ""Systemic lupus erythematosus with cutaneous vasculitis"", ""E"": ""Livedoid vasculopathy""}",A,Capillary leak syndrome (Clarkson’s disease).,Capillary leak syndrome (Clarkson’s disease).,,non_rag,,0,0,,,,,Incorrect,"The candidate answered Capillary leak syndrome, which is a systemic condition unrelated to cutaneous collagenous vasculopathy.","{""verdict"": ""Incorrect"", ""explanation"": ""The candidate answered Capillary leak syndrome, which is a systemic condition unrelated to cutaneous collagenous vasculopathy.""}"
652,"A 35-year-old man presents with multiple skin lesions covering his entire body for 1 month. He reports a history of homosexual intercourse 2 months prior. Physical examination reveals annular papules with excretion and crusts on his head and trunk. Laboratory workup shows a CD4+ T-cell count below 400 cells/μL. He was initially treated for a presumed viral exanthem, but the rashes continued to expand without remission. Skin biopsy demonstrates a significant presence of plasma cells with accompanying lymphocyte and histiocyte infiltration in the dermis. Serologic testing reveals a positive treponemal antibody test and a nontreponemal test titer of 1:32. HIV antibody testing is also positive. He is started on penicillin, and skin lesions largely resolve within 4 weeks, with the nontreponemal titer declining to 1:4.

Which of the following is the most likely diagnosis?","{""A"": ""Mpox (monkeypox)"", ""B"": ""Secondary syphilis"", ""C"": ""Cutaneous T-cell lymphoma"", ""D"": ""Deep mycosis"", ""E"": ""Ecthyma gangrenosum""}",B,Secondary syphilis.,Secondary syphilis.,,non_rag,,0,0,,,,,Correct,Exact match.,"{""verdict"":""Correct"",""explanation"":""Exact match.""}"
655,"A 3-year-old Han Chinese boy presents with a 4-day history of severe cough. On the second day of illness he developed fever with a maximum temperature of 39.8°C and chills. He has no rhinorrhea, rash, vomiting, diarrhea, or respiratory distress. Initial laboratory work at an outside facility showed WBC 15.52 × 10⁹/L, CRP 219 mg/L, and platelet count 425 × 10⁹/L; SARS-CoV-2 nucleic acid test was negative. He received intravenous azithromycin for three days without improvement. On admission, vital signs include temperature 39°C, pulse 138 bpm, and respiratory rate 40 breaths/min. Examination reveals pharyngeal congestion and bilateral coarse breath sounds with rales; no murmurs are heard. Repeat labs show WBC 12.9 × 10⁹/L, CRP 148.96 mg/L, ESR 85 mm/h, IL-6 111.40 pg/mL, and platelet count 483 × 10⁹/L. Chest X-ray shows bronchitis and peripulmonary inflammation. He is started on intravenous ceftriaxone, but over the next four days he develops bilateral conjunctival injection, desquamation of the fingers and toes, and persistent fever and cough. Repeat labs show platelet count 638 × 10⁹/L, ESR 130 mm/h, and procalcitonin 0.01 ng/mL. Cervical ultrasound demonstrates bilateral cervical lymphadenopathy. Echocardiography shows a left coronary artery inner diameter of 2.53 mm (Z-score 0.96) with mild tricuspid regurgitation. All viral and bacterial cultures are negative. Treatment is changed to intravenous immunoglobulin and aspirin, after which fever and cough resolve within two days.

Which of the following is the most likely diagnosis?","{""A"": ""Incomplete Kawasaki disease"", ""B"": ""Bacterial pneumonia with sepsis"", ""C"": ""Epstein-Barr virus infectious mononucleosis"", ""D"": ""Multisystem inflammatory syndrome in children (MIS-C)"", ""E"": ""Systemic juvenile idiopathic arthritis""}",A,Kawasaki disease.,Kawasaki disease.,,non_rag,,0,0,,,,,Partially correct,The candidate identifies Kawasaki disease but omits the key qualifier 'incomplete.',"{""verdict"":""Partially correct"",""explanation"":""The candidate identifies Kawasaki disease but omits the key qualifier 'incomplete.'""}"
656,"A 40-year-old male presents with recurrent skin ulcers and purpura in the bilateral lower limbs that appear each winter and resolve each summer. Skin biopsy reveals ulceration extending from the epidermis to the dermis and eosinophilic thrombotic material within intradermal small vessels. A qualitative cryoglobulin test is positive. Serum immunoelectrophoresis identifies an IgG-κ M-protein. Laboratory evaluation shows an elevated serum IgG level, a restricted serum free light chain κ/λ ratio, and decreased complement levels. He is negative for hepatitis C antibody, and autoimmune serologies are unremarkable. Bone marrow smear demonstrates abnormal plasma cells comprising 22% of all nucleated cells. CT imaging shows no lytic bone lesions or lymphadenopathy, and MRI of the spine and iliac bone reveals no focal lesions. There is no hypercalcemia, renal failure, or anemia attributable to a plasma cell disorder, and no myeloma-defining biomarkers (SLiM criteria) are met.

Which of the following is the most likely underlying hematological diagnosis driving this patient's skin findings?","{""A"": ""Smoldering multiple myeloma"", ""B"": ""Monoclonal gammopathy of undetermined significance"", ""C"": ""Symptomatic multiple myeloma"", ""D"": ""Waldenstr\u00f6m's macroglobulinemia"", ""E"": ""Non-Hodgkin lymphoma""}",A,Monoclonal gammopathy of undetermined significance (MGUS) with cryoglobulinemia.,Monoclonal gammopathy of undetermined significance (MGUS) with cryoglobulinemia.,,non_rag,,0,0,,,,,Incorrect,"The candidate answer states MGUS with cryoglobulinemia, which is a different entity from smoldering multiple myeloma.","{""verdict"": ""Incorrect"", ""explanation"": ""The candidate answer states MGUS with cryoglobulinemia, which is a different entity from smoldering multiple myeloma.""}"
657,"A 40-year-old male presents with recurrent skin ulcers and purpura confined to the bilateral lower limbs, appearing each winter and resolving each summer. Skin biopsy shows ulceration of the epidermis and dermis with eosinophilic thrombotic material occluding intradermal small vessels. A qualitative serum cryoglobulin test is positive. Serum immunoelectrophoresis and cryoglobulin immunoelectrophoresis both identify only an IgG-κ monoclonal protein, with no polyclonal immunoglobulin component detected. Complement levels are decreased. He is seronegative for hepatitis C, and autoimmune serologies including ANA, anti-SS-A, rheumatoid factor, and ANCA are all negative.

Based on the composition of the cryoglobulin identified, which type of cryoglobulinemia does this patient have?","{""A"": ""Type I cryoglobulinemia"", ""B"": ""Type II cryoglobulinemia"", ""C"": ""Type III cryoglobulinemia"", ""D"": ""Mixed cryoglobulinemia associated with hepatitis C"", ""E"": ""Cryofibrinogenemia""}",A,Type I cryoglobulinemia.,Type I cryoglobulinemia.,,non_rag,,0,0,,,,,Correct,Exact match.,"{""verdict"":""Correct"",""explanation"":""Exact match.""}"
664,"A 47-year-old male with a known history of a systemic auto-inflammatory vasculitis characterized by recurrent oral aphthous ulcers, managed with colchicine, presents to the emergency department with severe, continuous left flank pain radiating to the left groin, unrelieved by positional change, gradually worsening over 3 days. His past medical history is notable for hypertension, dyslipidemia, coronary artery disease, erectile dysfunction, gout, a prior episode of superficial vein thrombosis in the right ankle, and a subsequent deep vein thrombosis in the right calf. He received intramuscular testosterone injections monthly for 3 months, with the last dose 2 weeks prior. Three weeks earlier he had a mild COVID-19 infection. Vital signs show blood pressure 167/107 mmHg and heart rate 99 bpm. Physical examination reveals left costovertebral angle tenderness and guarding on deep palpation of the left lower abdominal quadrant. Laboratory studies show leukocytosis (13,840/mm³) with neutrophilia (83%), CRP 139 mg/L, serum creatinine 1.74 mg/dL (eGFR 48 mL/min), LDH 265 mg/dL (mildly elevated), and D-dimer 678 ng/mL. Coagulation studies, liver function tests, and urinalysis are normal. CT abdomen/pelvis without contrast shows no renal calculi or hydronephrosis but reveals calcified atherosclerosis in the aorta and left main renal artery. Doppler ultrasound is inconclusive. Magnetic resonance angiography demonstrates a 7–8 mm sub-occlusive thrombus in the left main renal artery 5 mm distal from its origin, along with multiple wedge-shaped parenchymal defects involving both cortex and medulla. Thrombophilia workup including anti-cardiolipin antibodies, lupus anticoagulant, anti-β2 glycoprotein antibodies, protein C, protein S, and antithrombin III is negative.

Which of the following is the most likely diagnosis?","{""A"": ""Left renal artery thrombosis secondary to underlying vasculitis"", ""B"": ""Renal colic due to obstructing ureteral calculus"", ""C"": ""Renal vein thrombosis with secondary infarction"", ""D"": ""Antiphospholipid syndrome with renal artery occlusion"", ""E"": ""Renal artery embolism from atrial fibrillation""}",A,Renal artery thrombosis.,Renal artery thrombosis.,,non_rag,,0,0,,,,,Partially correct,The candidate correctly identifies renal artery thrombosis but omits the laterality (left) and the underlying cause (vasculitis).,"{""verdict"": ""Partially correct"", ""explanation"": ""The candidate correctly identifies renal artery thrombosis but omits the laterality (left) and the underlying cause (vasculitis).""}"
666,"A 76-year-old woman with a known history of moderate-to-severe erosive oral mucosal disease presents with progressive dysphagia of 5 years' duration. Upper endoscopy reveals lesions confined to the proximal (first) third of the esophagus, including fibrous rings ('trachealization'), stenosis, elevated lacy white papules, and mucosal denudation with erosions. Biopsy of the esophageal mucosa demonstrates apoptotic keratinocytes (Civatte bodies), epithelial detachment, lymphocytic T-cell infiltrate in the superficial lamina propria, and dyskeratosis. No linear fibrinogen deposition along the basement membrane is identified on direct immunofluorescence.

Which of the following is the most likely diagnosis?","{""A"": ""Esophageal lichen planus"", ""B"": ""Mucous membrane pemphigoid"", ""C"": ""Eosinophilic esophagitis"", ""D"": ""Peptic (reflux) esophagitis with stricture"", ""E"": ""Pemphigus vulgaris involving the esophagus""}",A,Oral lichen planus with esophageal involvement.,Oral lichen planus with esophageal involvement.,,non_rag,,0,0,,,,,Correct,"The candidate answer describes esophageal lichen planus (lichen planus involving the esophagus), which is clinically equivalent to the reference answer.","{""verdict"":""Correct"",""explanation"":""The candidate answer describes esophageal lichen planus (lichen planus involving the esophagus), which is clinically equivalent to the reference answer.""}"
668,"A 59-year-old Japanese man with malignant melanoma has been receiving a PD-1 inhibitor every 2 weeks for 18 months. He has no personal or family history of diabetes. After the 36th dose, he develops marked hyperglycemia (552 mg/dL), metabolic acidosis (pH 7.172, HCO3– 6.7 mmol/L, anion gap 27.3 mmol/L), and elevated blood ketone bodies. His HbA1c is 6.8%, suggesting rapid onset. At admission, insulin secretion is somewhat preserved, but serum C-peptide falls below the limit of detection by day 11. Serum pancreatic enzyme levels are normal. Autoantibodies against GAD, IA-2, ZnT8, and insulin are all undetectable. Serial viral antibody titers show no rise. CT of the pancreas shows no metastasis or morphological changes. Diffusion-weighted MRI reveals high signal intensity throughout the pancreas with low apparent diffusion coefficient values, without pancreatic enlargement or ductal dilation. HLA typing shows haplotypes not typically associated with conventional type 1 diabetes.

Which of the following is the most likely diagnosis?","{""A"": ""Immune checkpoint inhibitor-related diabetes mellitus"", ""B"": ""Autoimmune (classic) type 1 diabetes mellitus"", ""C"": ""ICI-induced acute pancreatitis with secondary endocrine insufficiency"", ""D"": ""Type 2 diabetes mellitus precipitated by glucocorticoid use"", ""E"": ""Pancreatic metastasis causing endocrine dysfunction""}",A,Immune-related adverse event–induced diabetes.,Immune-related adverse event–induced diabetes.,,non_rag,,0,0,,,,,Correct,The candidate answer describes the same condition—diabetes caused by immune checkpoint inhibitors—using equivalent terminology.,"{""verdict"": ""Correct"", ""explanation"": ""The candidate answer describes the same condition—diabetes caused by immune checkpoint inhibitors—using equivalent terminology.""}"
67,"A 25-year-old woman with a history of urticaria and ankylosing spondylitis (HLA-B27 positive, bilateral sacroiliitis on imaging) develops a pruritic eczematous rash in the axillary region approximately one month after starting a selective interleukin-17A inhibitor for her spondyloarthropathy. She had previously been treated with a TNF inhibitor that lost efficacy. Serum total IgE is negative. No new medications, chemical exposures, or infectious agents are identified. Topical glucocorticoids and oral antihistamines fail to resolve the rash, which continues to worsen. The rash subsequently clears completely after switching to an oral JAK inhibitor.

Which of the following is the most likely diagnosis for this patient's skin condition?","{""A"": ""Drug-induced atopic dermatitis"", ""B"": ""Cutaneous candidiasis"", ""C"": ""Paradoxical psoriasis"", ""D"": ""Contact dermatitis"", ""E"": ""Drug-induced lupus erythematosus""}",A,IL-17A inhibitor-induced paradoxical psoriasis.,IL-17A inhibitor-induced paradoxical psoriasis.,,non_rag,,0,0,,,,,Incorrect,"The candidate describes paradoxical psoriasis, not drug-induced atopic dermatitis.","{""verdict"": ""Incorrect"", ""explanation"": ""The candidate describes paradoxical psoriasis, not drug-induced atopic dermatitis.""}"
673,"An 80-year-old woman presents with bleeding during defecation. Lower gastrointestinal endoscopy reveals a 20 × 13 mm lesion in the lower rectum, 4 cm from the anal verge, with a blackish central depression located just above the dentate line. PET scan shows localized abnormal accumulation with a maximum SUV of 6.4–8.6 in the lower rectum. Histopathological examination demonstrates a substantial proliferation of atypical cells with multivesicular reticulum and large nuclei. Immunohistochemical staining is positive for S-100, CD57, Melan A, and HMB-45. BRAF V600E/K mutation testing is negative.

Which of the following is the most likely diagnosis?","{""A"": ""Anorectal malignant melanoma"", ""B"": ""Malignant lymphoma of the rectum"", ""C"": ""Gastrointestinal stromal tumor"", ""D"": ""Poorly differentiated adenocarcinoma of the rectum"", ""E"": ""Neuroendocrine carcinoma of the anorectum""}",A,Rectal melanoma.,Rectal melanoma.,,non_rag,,0,0,,,,,Correct,Rectal melanoma is an acceptable synonym for anorectal malignant melanoma.,"{""verdict"":""Correct"",""explanation"":""Rectal melanoma is an acceptable synonym for anorectal malignant melanoma.""}"
678,"A 12-year-old Chinese girl presents with bilateral dimness of vision over the past 6 months. Best-corrected visual acuity is 20/20 bilaterally with mild myopic correction. Intraocular pressure is normal in both eyes. Fundus examination of the right eye reveals a superior notch defect in the neuroretinal rim with a porcelain-white appearance and a thin fibrous membrane nasal to the fovea centralis; the left fundus is normal. OCT of the right eye shows significantly deepened optic disc excavation with dense hyperreflective tissue at the base and a thin epiretinal membrane on the nasal retinal surface. Visual field testing demonstrates an inferonasal arcuate scotoma continuous with the physiological blind spot in the right eye. Systemic workup reveals a gingival mass whose pathology shows a cyst lined by 6–8 layers of squamous epithelium with corrugated parakeratosis and palisading columnar basal cells. Skin biopsy of multiple cutaneous pigmented lesions is consistent with basal cell carcinomas. Additional findings include rib dysplasia, thyroid cysts, and a pericardial fibroma. Genetic testing identifies a heterozygous frameshift mutation in PTCH1 resulting in early protein termination.

Which of the following is the most likely underlying diagnosis in this patient?","{""A"": ""Nevoid basal cell carcinoma syndrome (Gorlin syndrome)"", ""B"": ""Multiple endocrine neoplasia type 1"", ""C"": ""Tuberous sclerosis complex"", ""D"": ""Neurofibromatosis type 2"", ""E"": ""Basal cell carcinoma arising from xeroderma pigmentosum""}",A,Gorlin syndrome.,Gorlin syndrome.,,non_rag,,0,0,,,,,Correct,Gorlin syndrome is the eponym for nevoid basal cell carcinoma syndrome.,"{""verdict"":""Correct"",""explanation"":""Gorlin syndrome is the eponym for nevoid basal cell carcinoma syndrome.""}"
679,"A 13-year-old girl presents with acute abdominal pain and vomiting. She has a history of surgical intervention at age 6 for intestinal intussusception caused by intestinal polyps. Physical examination reveals dark pigmented spots measuring 1–3 mm in diameter on the upper and lower lips and the distal phalanges of both hands. Gastroscopy identifies a gastric polyp, and histopathological analysis of an intestinal polyp demonstrates a benign hamartomatous polyp. Whole-exome sequencing reveals a heterozygous frameshift deletion in exon 6 of a serine/threonine protein kinase gene (c.843del, p.L282Sfs*5), confirmed as pathogenic by ACMG guidelines; parental testing shows wild-type alleles, indicating a de novo mutation. Abdominal CT angiography demonstrates an atrophic right kidney with multiple non-enhancing hypodense lesions and compensatory left renal hypertrophy.

Which is the most likely diagnosis for this patient's gastrointestinal and mucocutaneous findings?","{""A"": ""Peutz-Jeghers syndrome"", ""B"": ""Familial adenomatous polyposis"", ""C"": ""Cowden syndrome"", ""D"": ""Cronkhite-Canada syndrome"", ""E"": ""Juvenile polyposis syndrome""}",A,Peutz-Jeghers syndrome.,Peutz-Jeghers syndrome.,,non_rag,,0,0,,,,,Correct,Exact match.,"{""verdict"":""Correct"",""explanation"":""Exact match.""}"
68,"An 18-year-old man presents with a 3-month history of bilateral throbbing headache and 1 week of diplopia and blurred vision when looking to the right. Neurological examination reveals right sixth cranial nerve palsy, bilateral grade I–II papilledema, peripheral visual field constriction, and decreased visual acuity on the right. MRI demonstrates loss of normal flow void in the bilateral sigmoid sinuses, transverse sinuses, and superior sagittal sinus, confirmed as extensive thrombosis on MR venography. CSF opening pressure is 20 cmH2O with normal biochemistry and a negative meningitis panel. Workup for protein C deficiency, protein S deficiency, antithrombin III deficiency, factor V Leiden mutation, prothrombin G20210A mutation, elevated homocysteine, and antiphospholipid antibodies is unremarkable. HLA-B51 is negative. The patient has a history of recurrent oral and genital aphthous ulcers and erythema nodosum. Pathergy testing is 3/6 positive. Systemic lupus erythematosus, other vasculitides, and infectious etiologies are excluded.

Which is the most likely underlying diagnosis responsible for this patient's multiple cerebral venous sinus thromboses?","{""A"": ""Beh\u00e7et syndrome"", ""B"": ""Systemic lupus erythematosus"", ""C"": ""Idiopathic intracranial hypertension"", ""D"": ""Antiphospholipid antibody syndrome"", ""E"": ""Granulomatosis with polyangiitis""}",A,Behçet’s disease.,Behçet’s disease.,,non_rag,,0,0,,,,,Correct,Behçet's disease and Behçet syndrome are the same condition.,"{""verdict"":""Correct"",""explanation"":""Behçet's disease and Behçet syndrome are the same condition.""}"
