question_id,question,answer_options,correct_choice,llm_response,llm_response_raw,used_sources,answer_source,conditions,retrieval_iterations,final_doc_count,final_sufficient,retrieval_history,retrieved_documents,final_confidence
2292,Lupus pernio is seen in,"{""A"": ""Tuberculosis"", ""B"": ""SLE"", ""C"": ""PAN"", ""D"": ""Sarcoidosis""}",D,D, D,,non_rag,,0,0,,,,
2293,Which drug would treat both dermatophytosis and candidal infections ?,"{""A"": ""Ketoconazole"", ""B"": ""Griseofulvin"", ""C"": ""Nystatin"", ""D"": ""Tolnaftate""}",A,A, A,,non_rag,,0,0,,,,
2297,Skin change in newborn that disappear spontaneously,"{""A"": ""Harlequins skin change"", ""B"": ""Mangolian spots"", ""C"": ""Erytherma toxicum"", ""D"": ""Lymphoma""}",A,C, C,,non_rag,,0,0,,,,
2299,"Adult patient with multiple scaly macules over chest and back, test which can diagnose this condition is/ are?","{""A"": ""10% KOH moun"", ""B"": ""Wood Lamp examination"", ""C"": ""Skin biopsy"", ""D"": ""All the above""}",D,C, C,,non_rag,,0,0,,,,
230,"A 31-year-old African American woman with a history of Addison's disease presents with widespread, symmetric hypopigmented patches and macules overlying her face and shoulders. After a thorough interview and using a Wood’s lamp to exclude fungal etiology, vitiligo is suspected. Complete blood count shows leukocytes 6,300, Hct 48.3%, Hgb 16.2 g/dL, mean corpuscular volume (MCV) 90 fL, and platelets 292. Which of the statements below about this patient’s suspected disease is correct?","{""A"": ""The course usually is slowly progressive with spontaneous repigmentation in 15% of patients."", ""B"": ""The disease is relapsing and remitting with complete interval repigmentation."", ""C"": ""Keloid formation is associated with regions of depigmentation."", ""D"": ""Topical corticosteroids are inappropriate for patients with limited disease.""}",A,A, A,,non_rag,,0,0,,,,
2305,"A 32-year-old woman presents to the emergency department after acutely developing a high fever, lightheadedness on standing, and a rash. At the hospital she develops vomiting, diarrhea, confusion, and abdominal pain. She goes on to develop evidence of multiorgan failure and is transferred to the intensive care unit. One week after the acute illness she develops desquamation of the skin. On further history, the illness started 3 days after the onset of menstruation. Which of the following is the most likely diagnosis?","{""A"": ""S aureus toxic shock syndrome (TSS)"", ""B"": ""streptococcal infection (scarlet fever)"", ""C"": ""clostridial infection"", ""D"": ""Rocky mountain spotted fever (RMSF)""}",A,A, A,,non_rag,,0,0,,,,
2306,Xeroderma pigmentatosa is caused due to a group of closely related abnormalities in,"{""A"": ""Mismatch repair"", ""B"": ""Base excision repair"", ""C"": ""Nucleotide excision repair"", ""D"": ""SOS repair""}",C,C, C,,non_rag,,0,0,,,,
2307,"A 24-year-old unmarried women has multiple nodular, cystic, pustular and comadonic lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment would be:","{""A"": ""Acitretin"", ""B"": ""Isotretinoin"", ""C"": ""Doxycycline"", ""D"": ""Azithromycin""}",B,B, B,,non_rag,,0,0,,,,
2309,Which of the following shows deposition of IgA in dermal papilla -,"{""A"": ""Dermatitis herpetiformis"", ""B"": ""IgA papillomatosis of childhood"", ""C"": ""Bullous pemphigoid"", ""D"": ""Gestational herpes""}",A,A, A,,non_rag,,0,0,,,,
231,"A 30-year-old man who was recently placed on TMP-SMX for a urinary tract infection presents to urgent care with a new rash. The vital signs include: blood pressure 121/80 mm Hg, pulse 91/min, respiratory rate 18/min, and temperature 36.7°C (98.2°F). Physical examination reveals a desquamative skin covering both of his lower extremities. A basic chemistry panel reveal sodium 139 mmol/L, potassium 3.8 mmol/L, chloride 110 mmol/L, carbon dioxide 47, blood urea nitrogen 23 mg/dL, creatinine 0.9 mg/dL, and glucose 103 mg/dL. Which of the following is the most likely diagnosis?","{""A"": ""Dermatitis herpetiformis"", ""B"": ""Steven-Johnson syndrome (SJS)"", ""C"": ""Seborrheic dermatitis"", ""D"": ""Toxic epidermal necrolysis (TEN)""}",D,B, B,,non_rag,,0,0,,,,
2311,Corynebacterium minutissimum causes?,"{""A"": ""Erysipelas"", ""B"": ""Erythrasma"", ""C"": ""Erythema ab igne"", ""D"": ""Erythroplasia""}",B,B, B,,non_rag,,0,0,,,,
2316,Keratoderma-Blenorrhagicum is pathogno-monic of,"{""A"": ""Behcet's disease"", ""B"": ""Reiter's disease"", ""C"": ""Lyme's disease"", ""D"": ""Glucagonoma""}",B,B, B,,non_rag,,0,0,,,,
2317,A patient presented with multiple nodulocystic lesions on the face. The drug of choice is :,"{""A"": ""Retinoids"", ""B"": ""Antibiotics"", ""C"": ""Steroids"", ""D"": ""UV light""}",A,A, A,,non_rag,,0,0,,,,
2320,What is cutaneous Tuberculosis secondary to underlying tissue lymph node called,"{""A"": ""Scrofuloderma"", ""B"": ""Lupus vulgaris"", ""C"": ""Spina ventosa"", ""D"": ""None of the above""}",A,A, A,,non_rag,,0,0,,,,
2324,Infection by which of the following agents leads to wart formation-,"{""A"": ""Herpes simplex virus"", ""B"": ""HPV"", ""C"": ""Molluscum contagiousum virus"", ""D"": ""Varicella zoster virus""}",B,B, B,,non_rag,,0,0,,,,
2327,A middle-aged woman is revealed to have subepithelial bullae with granular IgA deposits on basement membrane and she has some degree of gluten sensitivity. What is the diagnosis?,"{""A"": ""Pemphigus foliaceus"", ""B"": ""Pemphigus vulgaris"", ""C"": ""Dermatitis herpetiformis"", ""D"": ""Bullous pemphigoid""}",C,C, C,,non_rag,,0,0,,,,
2329,Dead layer of epidermis -,"{""A"": ""Stratum basale"", ""B"": ""Stratum spinosum"", ""C"": ""Stratum corneum"", ""D"": ""Stratum granulosum""}",C,C, C,,non_rag,,0,0,,,,
2338,"A 42-year-old woman undergoes a face lift. Two days later, she presents for follow-up care with confluent bluish hemorrhages in the skin around her eyes (""black eyes""). Which of the following best describes this pattern of superficial skin hemorrhage?","{""A"": ""Ecchymosis"", ""B"": ""Hematocephalus"", ""C"": ""Maculopapular rash"", ""D"": ""Petechiae""}",A,A, A,,non_rag,,0,0,,,,
234,"A 70-year-old man is at his dermatologist’s office for the treatment of a severely pruritic erythroderma with scaling on his buttocks that has been slowly progressing over the past two weeks. The patient works as a truck driver and has a history of hypertension treated with enalapril. The patient reports having tried an over-the-counter cream on the rash without improvement. The vital signs are within normal range. On physical exam, he has multiple confluent and well-demarcated pink patches on his buttocks and legs with some scaling and enlarged inguinal lymph nodes. The dermatologist orders a skin biopsy that reveals Pautrier microabscesses. What is the most likely diagnosis?","{""A"": ""Psoriasis"", ""B"": ""Linchen planus"", ""C"": ""Atopic dermatitis"", ""D"": ""Mycosis fungoides""}",D,D, D,,non_rag,,0,0,,,,
2340,Butchers' was are caused by:,"{""A"": ""HPV 2"", ""B"": ""HPV 6"", ""C"": ""HPV 27"", ""D"": ""HPV 56""}",A,A, A,,non_rag,,0,0,,,,
2344,This 6-day-old infant's mother had developed intensely pruritic lesions at 33 weeks of gestation. What is the diagnosis?,"{""A"": ""Congenital syphilis"", ""B"": ""Epidermolysis bullosa acquisita"", ""C"": ""Neonatal gonorrhea"", ""D"": ""Herpes gestationis""}",D,D, D,,non_rag,,0,0,,,,
2349,Lupus pernio is seen in-,"{""A"": ""Tuberculosis"", ""B"": ""SLE"", ""C"": ""PAN"", ""D"": ""Sarcoidosis""}",D,D, D,,non_rag,,0,0,,,,
2350,Rx of choice for Lichen planus?,"{""A"": ""Topical salicylic acid"", ""B"": ""UV rays"", ""C"": ""Systemic steroids"", ""D"": ""Erythromycin""}",C,C, C,,non_rag,,0,0,,,,
2354,Characterstic of basal cell carcinoma is:,"{""A"": ""Keratin pearls"", ""B"": ""Foam cells"", ""C"": ""Nuclear palisading"", ""D"": ""Psammoma bodies""}",C,C, C,,non_rag,,0,0,,,,
2358,Characteristic lesion in scabies -,"{""A"": ""Burrows"", ""B"": ""Vesicle"", ""C"": ""Papule"", ""D"": ""Pustule""}",A,A, A,,non_rag,,0,0,,,,
236,"A 36-year-old woman comes to the physician because of growths around her anus that developed over the past 4 weeks. They are not painful and she does not have blood in her stool. She is sexually active with two male partners and uses condoms inconsistently. She appears healthy. Vital signs are within normal limits. Examination shows nontender, irregular, hyperkeratotic sessile lesions in the perianal area around 4–7 mm in diameter. There is no lymphadenopathy. The application of a dilute solution of acetic acid turns the lesions white. Which of the following is the most likely cause of the lesions?","{""A"": ""Poxvirus"", ""B"": ""Treponema pallidum"", ""C"": ""Benign fibroepithelial growth"", ""D"": ""Human papilloma virus""}",D,D, D,,non_rag,,0,0,,,,
2362,"Acquired, symmetric hyper pigmentation of the sun exposed skin of the face & neck which is strongly associated with pregnancy & use of oral contraceptives is called as","{""A"": ""Melanoma"", ""B"": ""Cafe-au-Lait-spots"", ""C"": ""Freckle"", ""D"": ""Melasma""}",D,D, D,,non_rag,,0,0,,,,
2367,Dermatological manifestation of antiphospholipid antibody syndrome among the following is:,"{""A"": ""Cutaneous eruptions"", ""B"": ""Acneiform eruptions"", ""C"": ""Livedo reticularis"", ""D"": ""Telangiectasia""}",C,C, C,,non_rag,,0,0,,,,
2371,Shagreen patch is a cha racteristic feature of -,"{""A"": ""Tuberous sclerosis"", ""B"": ""Neurofibromatosis"", ""C"": ""Sturge weber syndrome"", ""D"": ""Von Hippei-Lindau syndrome""}",A,A, A,,non_rag,,0,0,,,,
2372,"A pt. with psoriasis was started on systemic steroids. After stopping t/t pt. developed generalized pustules all over his body, the most likely cause is:","{""A"": ""Drug induced reactions"", ""B"": ""Pustular Psoriasis"", ""C"": ""Bacterial infection"", ""D"": ""Septicemia""}",B,B, B,,non_rag,,0,0,,,,
2373,"A female developed brown macule on the cheek, forehead and nose after exposure to light following delivery of a baby, the diagnosis is -","{""A"": ""SLE"", ""B"": ""Chloasma"", ""C"": ""Photodermatitis"", ""D"": ""Acne rosacea""}",B,B, B,,non_rag,,0,0,,,,
238,"A 68-year-old man comes to the physician because of a 2-day history of a rash across his trunk and extremities. For the past 3 months, he has had persistent pruritus in these areas. He started hiking in the woods with his grandson last week to try to lose weight. His grandson, who often spends the weekends with him, recently had impetigo. He has hypertension, hyperlipidemia, and osteoarthritis of his thumbs. Five months ago, he was treated for a gout attack of his left hallux. Current medications include captopril, hydrochlorothiazide, simvastatin, allopurinol, and ibuprofen. Vital signs are within normal limits. There are diffuse vesicles and tense blisters involving the chest, flexures of the arms, and shoulders. Rubbing the skin on his chest does not produce blisters. Oral examination shows no abnormalities. This patient's condition is most likely associated with which of the following findings?","{""A"": ""Growth of Gram-positive bacteria on blood culture"", ""B"": ""Antibodies to tissue transglutaminase on serologic testing"", ""C"": ""Linear deposits of IgG and C3 along the basement membrane on direct immunofluorescence studies"", ""D"": ""Spongiotic dermatitis on skin biopsy""}",C,C, C,,non_rag,,0,0,,,,
2385,The adolescent shown presents with a 14-day history of multiple oval lesions over his back. The rash began with a single lesion over the lower abdomen (A); the other lesions developed over the next days (B). These lesions are slightly pruritic. Which of the following is the most likely diagnosis?,"{""A"": ""Contact dermatitis"", ""B"": ""Pityriasis rosea"", ""C"": ""Seborrheic dermatitis"", ""D"": ""Lichen planus""}",B,B, B,,non_rag,,0,0,,,,
2388,The primary cause of acantholysis in pemphigusvulgaris is,"{""A"": ""auto immunity"", ""B"": ""intercellular oedema"", ""C"": ""intra epithelial oedema"", ""D"": ""chronic alcoholism""}",A,A, A,,non_rag,,0,0,,,,
2394,"A 63-year-old patient presents with a lesion on his toe that has doubled in size in the past year. It is non-tender and does not bleed, but his wife says it's getting bigger and darker on one side. The macule is 7mm in diameter. Which of the following is the best next step?","{""A"": ""Excisional biopsy"", ""B"": ""Topical imiquimod cream"", ""C"": ""Liquid nitrogen cryotherapy"", ""D"": ""Reassurance and observation""}",A,A, A,,non_rag,,0,0,,,,
2404,"A patient with psoriasis was staed on systemic steroids. After stopping treatment patient developed generalized pustules all over his body, the most likely cause is:","{""A"": ""Drug induced reactions"", ""B"": ""Pustular Psoriasis"", ""C"": ""Bacterial infection"", ""D"": ""Septicemia""}",B,B, B,,non_rag,,0,0,,,,
2408,Itchy polygonal violaceous papules seen in -,"{""A"": ""Psoriasis"", ""B"": ""Pemphigus"", ""C"": ""Lichen planus"", ""D"": ""Pityriasis rosea""}",C,C, C,,non_rag,,0,0,,,,
241,A 58-year-old lifeguard develops squamous cell carcinoma of the skin on his forehead. Which of the following most likely preceded the development of this carcinoma?,"{""A"": ""Dry, scaly, hyperkeratotic papule"", ""B"": ""A single, large pink patch"", ""C"": ""Dermatophyte infection"", ""D"": ""UVC exposure""}",A,A, A,,non_rag,,0,0,,,,
2410,The most frequent cause of scalded skin syndrome is ?,"{""A"": ""Staphylococci"", ""B"": ""Pneumococci"", ""C"": ""Enterococci"", ""D"": ""Meningococci""}",A,A, A,,non_rag,,0,0,,,,
242,"A 65-year-old man presents with a small painless ulcer with a raised border on his right forearm which has persisted for the last 3 weeks. His past history is significant for 3 occurrences of basal cell carcinoma on different areas of the body during the last 4 years, which have all been surgically excised. The morphology of the present lesion is also highly suggestive of basal cell carcinoma. The patient says that, if the lesion is a basal cell carcinoma, he does not want to undergo biopsy and surgery if it can be avoided. The patient is prescribed a cream, which is FDA-approved for the treatment of small superficial basal cell carcinomas in low-risk areas. The cream contains a chemotherapeutic agent, which is an antimetabolite and an S-phase-specific anticancer drug. Which of the following best explains the mechanism of action of this cream?","{""A"": ""Inhibition of ribonucleotide reductase"", ""B"": ""Inhibition of DNA repair"", ""C"": ""Inhibition of thymidylate synthase"", ""D"": ""Inhibition of de novo purine nucleotide synthesis""}",C,C, C,,non_rag,,0,0,,,,
2425,"A30-year-old male had severely itchy popular vesicular lesions on extremities knee, elbows and buttocks for one year. Direct immunofluorescence staining of the lesions showed IgA deposition at dermo epidermal junction. The most probable diagnosis is:","{""A"": ""Dermatitis herpetiform"", ""B"": ""Pemphigus vulgaris"", ""C"": ""Nummular eczema"", ""D"": ""Bullous pemphigoid""}",A,A, A,,non_rag,,0,0,,,,
2427,"A newborn infant is noted to have numerous, light brown macules dispersed across her skin. The significance of this feature is due to its strong association with the development of which of the following tumors?","{""A"": ""Basal cell carcinoma"", ""B"": ""Neuroblastoma"", ""C"": ""Neurofibroma"", ""D"": ""Retinoblastoma""}",C,B, B,,non_rag,,0,0,,,,
243,"A 27-year-old African American male presents to his family physician for “spots” on his foot. Yesterday, he noticed brown spots on his foot that have a whitish rim around them. The skin lesions are not painful, but he got particularly concerned when he found similar lesions on his penis that appear wet. He recalls having pain with urination for the last 4 weeks, but he did not seek medical attention until now. He also has joint pain in his right knee which started this week. He is sexually active with a new partner and uses condoms inconsistently. His physician prescribes a topical glucocorticoid to treat his lesions. Which of the following risk factors is most commonly implicated in the development of this condition?","{""A"": ""Race"", ""B"": ""HLA B27 allele"", ""C"": ""Co-infection with HIV"", ""D"": ""Diagnosis with psoriasis""}",B,B, B,,non_rag,,0,0,,,,
2431,Which of the following conditions produce a positive Darier's sign?,"{""A"": ""Darier's disease"", ""B"": ""Uicaria pigmentosa"", ""C"": ""Hailey Hailey disease"", ""D"": ""Telangiectasia macularis eruptiva perstans""}",B,B, B,,non_rag,,0,0,,,,
2435,"A 64-year-old male noticed the development over the past 3 months of thickened, darkly pigmented skin in axillae and flexural areas of the neck and groin. These areas are neither painful nor pruritic. A punch biopsy of axillary skin reveals undulating epidermal acanthosis with hyperkeratosis and' basal layer hyper pigmentation. Which of the following underlying diseases is he most likely to have?","{""A"": ""Mastocytosis"", ""B"": ""AIDS"", ""C"": ""Acanthosis nigricans"", ""D"": ""Langerhans cell histiocytosis""}",C,C, C,,non_rag,,0,0,,,,
2438,"A 26-year-old male, Vikas presents to OPD complaining of hair loss and itching on scalp. Physical examination reveals moderate patchy hair loss from the cetral poion of scalp and the lesions have ring like configuration with central clearing. Which of the following drugs can be used to treat this patient's condition?","{""A"": ""Local glucocoicoids"", ""B"": ""Progesterone"", ""C"": ""Finasteride"", ""D"": ""Terbinafine""}",D,A, A,,non_rag,,0,0,,,,
2439,Tzank smear is prepared for ?,"{""A"": ""Leprosy"", ""B"": ""Varicella"", ""C"": ""Fungus"", ""D"": ""Atopic dermatitis""}",B,B, B,,non_rag,,0,0,,,,
246,"A 3-year-old boy is brought to the physician for evaluation of a generalized, pruritic rash. The rash began during infancy and did not resolve despite initiating treatment with topical corticosteroids. Three months ago, he was treated for several asymptomatic soft tissue abscesses on his legs. He has been admitted to the hospital three times during the past two years for pneumonia. Physical examination shows a prominent forehead and a wide nasal bridge. Examination of the skin shows a diffuse eczematous rash and white plaques on the face, scalp, and shoulders. Laboratory studies show a leukocyte count of 6,000/mm3 with 25% eosinophils and a serum IgE concentration of 2,300 IU/mL (N = 0–380). Flow cytometry shows a deficiency of T helper 17 cells. The patient’s increased susceptibility to infection is most likely due to which of the following?","{""A"": ""Impaired chemotaxis of neutrophils"", ""B"": ""Impaired actin assembly in lymphocytes"", ""C"": ""Impaired Ig class-switching in lymphocytes"", ""D"": ""Impaired interferon-\u03b3 secretion by Th1 cells""}",A,A, A,,non_rag,,0,0,,,,
2460,"A 30 years old male presented with silvery scales on elbow and knee, that bleed on removal. The probable diagnosis is:","{""A"": ""Pityriasis"", ""B"": ""Seborrhoeic dermatitis"", ""C"": ""Psoriasis"", ""D"": ""Secondary syphilis""}",C,C, C,,non_rag,,0,0,,,,
2461,Tuberculosis verrucosa cutis is a form of:-,"{""A"": ""Tuberculid"", ""B"": ""Primary tuberculosis"", ""C"": ""Post primary tuberculosis with good resistance"", ""D"": ""Post primary tuberculosis with poor resistance""}",C,C, C,,non_rag,,0,0,,,,
2465,Multiple erythematous annular lesions with peripheral collorette of scales arranged predominantly on trunk are seen in -,"{""A"": ""Pityriasis vesicular"", ""B"": ""Pytiriasis rubra pilaris"", ""C"": ""Pityriasis rosea"", ""D"": ""Pityriasis lichenoides chronica""}",C,C, C,,non_rag,,0,0,,,,
2467,"A 5 year old male child has multiple hyper pigmented macules over the trunk, on rubbing the lesion with the rounded end of a pen. He developed uicarial wheal, confined to the border of the lesion. The most likely diagnosis is","{""A"": ""Fixed drug eruption"", ""B"": ""Licken planus"", ""C"": ""Uicaria pigmentosa"", ""D"": ""Uicarial vasculitis""}",C,C, C,,non_rag,,0,0,,,,
2475,Difference in Acne rosacea & Acne vulgaris,"{""A"": ""Pustule"", ""B"": ""Erythema"", ""C"": ""Papule"", ""D"": ""Absence of comedone""}",D,D, D,,non_rag,,0,0,,,,
2476,Sun damage causes malignant transformation of skin by,"{""A"": ""Free radical formation"", ""B"": ""Induction of purine dimers"", ""C"": ""mutation of p53"", ""D"": ""Direct DNA damage""}",A,C, C,,non_rag,,0,0,,,,
2477,A 30 year old female presents to the dermatology OPD with complaints of asymptomatic yellowish papules around the vermilion border of upper lip. What is the cause of the above condition?,"{""A"": ""Ectopic apocrine glands"", ""B"": ""Ectopic sebaceous glands"", ""C"": ""Apocrine gland hyperplasia"", ""D"": ""Sebaceous gland hyperplasia""}",B,B, B,,non_rag,,0,0,,,,
2481,Telogen phase of hair growth lasts for ?,"{""A"": ""1 day"", ""B"": ""10 days"", ""C"": ""100 days"", ""D"": ""1000 days""}",C,C, C,,non_rag,,0,0,,,,
2484,Subepidermal blisters with granular deposits of IgA selectively localized to the tips of dermal papillae is a feature of-,"{""A"": ""Dermatitis herpetiformis"", ""B"": ""Pemphigus vulgaris"", ""C"": ""Lichen planus"", ""D"": ""Psoriasis vulgaris""}",A,A, A,,non_rag,,0,0,,,,
2487,Bullous pemphigoidis characterized by,"{""A"": ""Blisters coming on urticarial skin"", ""B"": ""A positive Nikolsky sign"", ""C"": ""Easily rupturing blisters"", ""D"": ""Acantholysis""}",A,A, A,,non_rag,,0,0,,,,
249,A 28-year-old man comes to the physician because of skin lesions on and around his anus. He noticed them 3 days ago. The lesions are not painful and he does not have any urinary complaints. He has smoked one pack of cigarettes daily for 10 years and he drinks 6–7 beers on weekends. He is sexually active with two male partners and uses condoms inconsistently. He appears healthy. A photograph of the perianal region is shown. The lesions turn white after application of a dilute acetic acid solution. The remainder of the examination shows no abnormalities. An HIV test is negative. Which of the following is the most appropriate next step in management?,"{""A"": ""Oral acyclovir"", ""B"": ""Topical mometasone"", ""C"": ""Parenteral benzathine penicillin"", ""D"": ""Curettage""}",D,D, D,,non_rag,,0,0,,,,
2495,Hard chancre is seen in?,"{""A"": ""Chancroid"", ""B"": ""Syphilis"", ""C"": ""Tularemia"", ""D"": ""All""}",B,A, A,,non_rag,,0,0,,,,
25,"A 23-year-old man presents to the office for a circular, itchy rash over the abdomen that has been slowly getting worse for the past 2 weeks. The patient has a medical history of chronic dermatitis and chronic sinusitis for which he has prescriptions of topical hydrocortisone and fexofenadine. He smokes one-half pack of cigarettes every day. His vital signs include: blood pressure 128/76 mm Hg, heart rate 78/min, and respirations 12/min. On physical examination, the patient appears tired but oriented. Examination of the skin reveals a 2 x 2 cm round and erythematous, annular plaque on the abdomen 3 cm to the left of the umbilicus. There are no vesicles, pustules, or papules. Auscultation of the heart reveals a 1/6 systolic murmur. Breath sounds are mildly coarse at the bases. A KOH preparation from the skin scraping confirms the presence of hyphae. Which of the following is the next best step in the management of this patient?","{""A"": ""Itraconazole"", ""B"": ""Griseofulvin"", ""C"": ""Topical clindamycin"", ""D"": ""Doxycycline""}",A,B, B,,non_rag,,0,0,,,,
250,"A 16-year-old girl is brought to the emergency department by her parents because of fever, vomiting, rash, and worsening confusion since this morning. On questioning, her mother reports that her last menstrual period was 1 week ago and that she recently started using tampons. She appears lethargic and is only oriented to person. Her temperature is 40.4°C (104.7°F), pulse 174/minute, and blood pressure is 62/44 mm Hg. Examination shows oropharyngeal hyperemia and diffuse macular erythroderma. Which of the following is the most likely cause of this patient's condition?","{""A"": ""Erythrogenic toxin production"", ""B"": ""Lipooligosaccharide expression"", ""C"": ""Unregulated B cell proliferation"", ""D"": ""Polyclonal T cell activation""}",D,A, A,,non_rag,,0,0,,,,
2502,A patient comes to you after visiting the hair dresser. What will you do to confirm the diagnosis:,"{""A"": ""VDRL"", ""B"": ""Allergy Test"", ""C"": ""S IgE"", ""D"": ""Patch Test""}",D,D, D,,non_rag,,0,0,,,,
2518,A girl child with verrucous lesions at an age of 2 weeks later on developed linear bands of hyperkeratotic papules and nodules followed by whorled pigmentation. Her mother had history of in utero child death and hypopigmented atrophic linear lesions. The diagnosis is,"{""A"": ""Neurofibromatosis"", ""B"": ""Xeroderma pirmentosa"", ""C"": ""Tuberous sclerosis"", ""D"": ""Incontinentia pigmenti""}",D,D, D,,non_rag,,0,0,,,,
2519,The most common association with coarse pitting of nails and onycholysis is:,"{""A"": ""Cicatricial alopecia"", ""B"": ""Well defined scaly plaques"", ""C"": ""Polygonal papule"", ""D"": ""Violaceous papules""}",B,B, B,,non_rag,,0,0,,,,
252,"A 63-year-old woman comes to the physician because of a skin lesion on her neck for 7 months. It is neither pruritic nor painful. She has tried using over-the-counter topical medications, but none have helped. She has hypertension, hypothyroidism, and gastroesophageal reflux disease. Current medications include amlodipine, hydrochlorothiazide, levothyroxine, and pantoprazole. She is a farmer and lives with her two children. Her temperature is 37.7°C (98.8°F), pulse is 80/min, respirations are 15/min, and blood pressure is 128/84 mm Hg. Examination shows a 5-mm (0.2-in) nontender, indurated, nodular lesion with rolled-out edges on the anterolateral aspect of the neck. There is a central area of ulceration. There is no cervical lymphadenopathy. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. In addition to dermoscopy, which of the following is the most appropriate next step in management?","{""A"": ""Perform a punch biopsy of the center of the lesion"", ""B"": ""Perform an excisional biopsy of the entire lesion"", ""C"": ""Schedule external beam radiotherapy sessions"", ""D"": ""Perform a wedge biopsy of the lesion and surrounding tissue""}",B,B, B,,non_rag,,0,0,,,,
2522,Total skin electron irradiation is used for of,"{""A"": ""Sezary syndrome"", ""B"": ""Mycoses fungoides"", ""C"": ""Psoriasis"", ""D"": ""Brain metastasis of skin cancer""}",B,B, B,,non_rag,,0,0,,,,
2529,Which sites are characteristically affected in Stevens-Johnson syndrome?,"{""A"": ""Liver, spleen, pancreas"", ""B"": ""Conjunctiva, genitalia, oral mucosa"", ""C"": ""Oral mucosa, lacrimal apparatus, ears"", ""D"": ""Parotid gland, palate, conjunctive""}",B,B, B,,non_rag,,0,0,,,,
2538,Which of the following drug is preferred for skin rash in LE?,"{""A"": ""Steroids"", ""B"": ""Aspirin"", ""C"": ""Chloroquine"", ""D"": ""Azathioprine""}",C,A, A,,non_rag,,0,0,,,,
2545,Kerion is seen in :,"{""A"": ""Pityriasis"", ""B"": ""Dermatophytosis"", ""C"": ""Candidiasis"", ""D"": ""Trichomoniasis""}",B,B, B,,non_rag,,0,0,,,,
2548,"A 40-year-old HIV positive male, presented with complaints of a characteristic rash over his back and buttocks. The rash was painful and has worsened over the past 3 days. Physical examination is unremarkable. Rest of the skin examination is normal. A smear was prepared from the lesions. All of the following drugs are approved for the above condition except: -","{""A"": ""Acyclovir"", ""B"": ""Valcyclovir"", ""C"": ""Ganciclovir"", ""D"": ""Famciclovir""}",C,C, C,,non_rag,,0,0,,,,
255,"A 56-year old man is brought in by ambulance to the emergency department and presents with altered consciousness, confabulation, and widespread rash. He is recognized as a homeless man that lives in the area with a past medical history is significant for traumatic brain injury 4 years ago and chronic gastritis. He also has a long history of alcohol abuse. His vital signs are as follows: blood pressure 140/85 mm Hg, heart rate 101/min, respiratory rate 15/min, and temperature 36.1°C (97.0°F). His weight is 56 kg (123.5 lb) and height is 178 cm (5.8 ft). The patient is lethargic and his speech is incoherent. Examination reveals gingival bleeding, scattered corkscrew body hair, bruises over the forearms and abdomen, multiple petechiae, and perifollicular, hyperkeratotic papules over his extremities. His lung and heart sounds are normal. Abdominal palpation reveals tenderness over the epigastric area and hepatomegaly. Neurologic examination demonstrates symmetrically diminished reflexes in the lower extremities. Impairment of which of the following processes is the most likely cause of this patient’s hyperkeratotic rash?","{""A"": ""Hydroxylation of proline residues"", ""B"": ""Carboxylation of clotting factors"", ""C"": ""Decarboxylation of histidine"", ""D"": ""Ethanol oxidation to acetaldehyde""}",A,B, B,,non_rag,,0,0,,,,
2554,Papular-purpuric 'Gloves and socks' syndrome is caused by,"{""A"": ""EB virus"", ""B"": ""West Nile virus"", ""C"": ""Parvo virus B19"", ""D"": ""KFD virus""}",C,C, C,,non_rag,,0,0,,,,
2556,"A 56 years old man has painful rashes over his right upper eyelid and forehead for the last 48 hours. He underwent chemotherapy for Non-Hodgkin's lymphoma one year ago. His temperature is 98° F, blood pressure 138/76 mm Hg and pulse is 80/ minute. Examination shows no other abnormalities. Which of the following is the most likely diagnosis -","{""A"": ""Impetigo"", ""B"": ""Herpes zoster"", ""C"": ""Pyoderma gangrenosum"", ""D"": ""Erysipelas""}",B,B, B,,non_rag,,0,0,,,,
2559,All of the following skin lesions are associated with Diabetes mellitus except,"{""A"": ""Necrobiosis Lipoidica"", ""B"": ""Granuloma annulare"", ""C"": ""Acanthosis nigricans"", ""D"": ""Pyogenic granuloma""}",D,D, D,,non_rag,,0,0,,,,
256,Which of the following factors gives the elastin molecule the ability to stretch and recoil?,"{""A"": ""Hydroxylation of proline and lysine rich regions"", ""B"": ""Cross-links between lysine residues"", ""C"": ""Triple helix formation"", ""D"": ""Cleavage of disulfide rich terminal regions""}",B,B, B,,non_rag,,0,0,,,,
2562,"5 Year old child predominantly on maize based diet presents with recurrent diarrhea, dermatitis with Rashes in neck area. What is the most probable diagnosis","{""A"": ""Beriberi"", ""B"": ""Acrodermatitis enteropathica"", ""C"": ""Pellagra"", ""D"": ""Tyrosinemia""}",C,C, C,,non_rag,,0,0,,,,
