pid,group,case_index,question_id,source_position,document_id,rating,supports_llm,llm_answer,correct_choice,llm_is_correct
p16,6,12,198,1,6,Supports,True,B,B,True
p16,6,13,1269,1,1,Does not support,False,E,E,True
p16,6,13,1269,2,4,Supports,True,E,E,True
p16,6,13,1269,3,6,Does not support,False,E,E,True
p16,6,13,1269,4,7,Supports,True,E,E,True
p16,6,13,1269,5,9,Does not support,False,E,E,True
p16,6,14,1250,1,7,Supports,True,E,E,True
p16,6,14,1250,2,9,Does not support,False,E,E,True
p16,6,14,1250,3,4,Supports,True,E,E,True
p16,6,15,4797,1,2,Supports,True,A,A,True
p16,6,15,4797,2,4,Does not support,False,A,A,True
p16,6,15,4797,3,6,Supports,True,A,A,True
p16,6,16,777,1,1,Supports,True,F,F,True
p16,6,16,777,2,2,Supports,True,F,F,True
p16,6,16,777,3,6,Does not support,False,F,F,True
p16,6,16,777,4,7,Does not support,False,F,F,True
p17,6,1,8526,1,1,Supports,True,B,B,True
p17,6,1,8526,2,5,Does not support,False,B,B,True
p17,6,1,8526,3,6,Does not support,False,B,B,True
p17,6,1,8526,4,7,Supports,True,B,B,True
p17,6,2,234,1,3,Supports,True,D,D,True
p17,6,3,646,1,4,Does not support,False,E,E,True
p17,6,3,646,2,5,Supports,True,E,E,True
p17,6,4,575,1,1,Supports,True,A,A,True
p17,6,4,575,2,2,Supports,True,A,A,True
p17,6,4,575,3,6,Supports,True,A,A,True
p17,6,5,341,1,4,Does not support,False,C,C,True
p17,6,5,341,2,7,Does not support,False,C,C,True
p17,6,5,341,3,2,Does not support,False,C,C,True
p17,6,6,5160,1,1,Does not support,False,A,A,True
p17,6,6,5160,2,5,Supports,True,A,A,True
p17,6,6,5160,3,10,Supports,True,A,A,True
p17,6,7,427,1,1,Does not support,False,C,C,True
p17,6,7,427,2,8,Supports,True,C,C,True
p17,6,8,629,1,5,Does not support,False,D,D,True
p17,6,8,629,2,2,Supports,True,D,D,True
p17,6,8,629,3,8,Does not support,False,D,D,True
p17,6,9,734,1,7,Does not support,False,D,B,False
p17,6,9,734,2,3,Does not support,False,D,B,False
p17,6,9,734,3,9,Does not support,False,D,B,False
p17,6,10,1397,1,6,Supports,True,B,A,False
p17,6,11,3982,1,1,Supports,True,A,A,True
p17,6,11,3982,2,4,Supports,True,A,A,True
p17,6,12,198,1,6,Supports,True,B,B,True
p17,6,13,1269,1,1,Supports,True,E,E,True
p17,6,13,1269,2,4,Supports,True,E,E,True
p17,6,13,1269,3,6,Supports,True,E,E,True
p17,6,13,1269,4,7,Supports,True,E,E,True
p17,6,13,1269,5,9,Supports,True,E,E,True
p17,6,14,1250,1,7,Supports,True,E,E,True
p17,6,14,1250,2,9,Does not support,False,E,E,True
p17,6,14,1250,3,4,Does not support,False,E,E,True
p17,6,15,4797,1,2,Does not support,False,A,A,True
p17,6,15,4797,2,4,Does not support,False,A,A,True
p17,6,15,4797,3,6,Does not support,False,A,A,True
p17,6,16,777,1,1,Supports,True,F,F,True
p17,6,16,777,2,2,Supports,True,F,F,True
p17,6,16,777,3,6,Does not support,False,F,F,True
p17,6,16,777,4,7,Does not support,False,F,F,True
p18,6,1,8526,1,1,Does not support,False,B,B,True
p18,6,1,8526,2,5,Does not support,False,B,B,True
p18,6,1,8526,3,6,Does not support,False,B,B,True
p18,6,1,8526,4,7,Supports,True,B,B,True
p18,6,2,234,1,3,Supports,True,D,D,True
p18,6,3,646,1,4,Supports,True,E,E,True
p18,6,3,646,2,5,Supports,True,E,E,True
p18,6,4,575,1,1,Supports,True,A,A,True
p18,6,4,575,2,2,Supports,True,A,A,True
p18,6,4,575,3,6,Supports,True,A,A,True
p18,6,5,341,1,4,Supports,True,C,C,True
p18,6,5,341,2,7,Does not support,False,C,C,True
p18,6,5,341,3,2,Supports,True,C,C,True
p18,6,6,5160,1,1,Supports,True,A,A,True
p18,6,6,5160,2,5,Supports,True,A,A,True
p18,6,6,5160,3,10,Does not support,False,A,A,True
p18,6,7,427,1,1,Does not support,False,C,C,True
p18,6,7,427,2,8,Supports,True,C,C,True
p18,6,8,629,1,5,Supports,True,D,D,True
p18,6,8,629,2,2,Does not support,False,D,D,True
p18,6,8,629,3,8,Supports,True,D,D,True
p18,6,9,734,1,7,Does not support,False,D,B,False
p18,6,9,734,2,3,Does not support,False,D,B,False
p18,6,9,734,3,9,Supports,True,D,B,False
p18,6,10,1397,1,6,Does not support,False,B,A,False
p18,6,11,3982,1,1,Supports,True,A,A,True
p18,6,11,3982,2,4,Supports,True,A,A,True
p18,6,12,198,1,6,Supports,True,B,B,True
p18,6,13,1269,1,1,Does not support,False,E,E,True
p18,6,13,1269,2,4,Does not support,False,E,E,True
p18,6,13,1269,3,6,Does not support,False,E,E,True
p18,6,13,1269,4,7,Supports,True,E,E,True
p18,6,13,1269,5,9,Supports,True,E,E,True
p18,6,14,1250,1,7,Supports,True,E,E,True
p18,6,14,1250,2,9,Does not support,False,E,E,True
p18,6,14,1250,3,4,Supports,True,E,E,True
p18,6,15,4797,1,2,Does not support,False,A,A,True
p18,6,15,4797,2,4,Does not support,False,A,A,True
p18,6,15,4797,3,6,Supports,True,A,A,True
p18,6,16,777,1,1,Supports,True,F,F,True
p18,6,16,777,2,2,Supports,True,F,F,True
p18,6,16,777,3,6,Supports,True,F,F,True
p18,6,16,777,4,7,Does not support,False,F,F,True
p20,7,1,10,1,6,Does not support,False,A,A,True
p20,7,1,10,2,1,Does not support,False,A,A,True
p20,7,2,1974,1,2,Supports,True,A,A,True
p20,7,2,1974,2,5,Does not support,False,A,A,True
p20,7,3,1211,1,3,Does not support,False,A,A,True
p20,7,4,125,1,6,Does not support,False,C,A,False
p20,7,4,125,2,9,Supports,True,C,A,False
p20,7,5,1328,1,1,Does not support,False,E,E,True
p20,7,5,1328,2,2,Supports,True,E,E,True
p20,7,5,1328,3,4,Does not support,False,E,E,True
p20,7,5,1328,4,7,Does not support,False,E,E,True
p20,7,6,621,1,1,Supports,True,D,D,True
p20,7,6,621,2,5,Supports,True,D,D,True
p20,7,7,1260,1,1,Supports,True,B,B,True
p20,7,7,1260,2,5,Supports,True,B,B,True
p20,7,7,1260,3,6,Supports,True,B,B,True
p20,7,7,1260,4,10,Supports,True,B,B,True
p20,7,8,780,1,3,Supports,True,E,E,True
p20,7,8,780,2,1,Does not support,False,E,E,True
p20,7,9,1091,1,9,Supports,True,F,F,True
p20,7,9,1091,2,3,Supports,True,F,F,True
p20,7,9,1091,3,4,Does not support,False,F,F,True
p20,7,10,1227,1,5,Supports,True,A,A,True
p20,7,10,1227,2,10,Supports,True,A,A,True
p20,7,11,1114,1,1,Does not support,False,D,D,True
p20,7,11,1114,2,2,Does not support,False,D,D,True
p20,7,12,590,1,2,Does not support,False,D,D,True
p20,7,12,590,2,3,Does not support,False,D,D,True
p20,7,12,590,3,8,Does not support,False,D,D,True
p20,7,13,7906,1,1,Supports,True,A,A,True
p20,7,13,7906,2,2,Does not support,False,A,A,True
p20,7,13,7906,3,4,Supports,True,A,A,True
p20,7,13,7906,4,5,Does not support,False,A,A,True
p20,7,14,669,1,9,Supports,True,F,F,True
p20,7,14,669,2,2,Does not support,False,F,F,True
p20,7,15,295,1,1,Does not support,False,D,D,True
p20,7,15,295,2,2,Supports,True,D,D,True
p20,7,15,295,3,5,Supports,True,D,D,True
p20,7,16,775,1,6,Does not support,False,D,F,False
p20,7,16,775,2,3,Does not support,False,D,F,False
p19,7,1,10,1,6,Supports,True,A,A,True
p19,7,1,10,2,1,Does not support,False,A,A,True
p19,7,2,1974,1,2,Supports,True,A,A,True
p19,7,2,1974,2,5,Does not support,False,A,A,True
p19,7,3,1211,1,3,Does not support,False,A,A,True
p19,7,4,125,1,6,Does not support,False,C,A,False
p19,7,4,125,2,9,Supports,True,C,A,False
p19,7,5,1328,1,1,Does not support,False,E,E,True
p19,7,5,1328,2,2,Supports,True,E,E,True
p19,7,5,1328,3,4,Does not support,False,E,E,True
p19,7,5,1328,4,7,Supports,True,E,E,True
p19,7,6,621,1,1,Supports,True,D,D,True
p19,7,6,621,2,5,Supports,True,D,D,True
p19,7,7,1260,1,1,Supports,True,B,B,True
p19,7,7,1260,2,5,Does not support,False,B,B,True
p19,7,7,1260,3,6,Supports,True,B,B,True
p19,7,7,1260,4,10,Supports,True,B,B,True
p19,7,8,780,1,3,Supports,True,E,E,True
p19,7,8,780,2,1,Does not support,False,E,E,True
p19,7,9,1091,1,9,Supports,True,F,F,True
p19,7,9,1091,2,3,Supports,True,F,F,True
p19,7,9,1091,3,4,Does not support,False,F,F,True
p19,7,10,1227,1,5,Supports,True,A,A,True
p19,7,10,1227,2,10,Supports,True,A,A,True
p19,7,11,1114,1,1,Does not support,False,D,D,True
p19,7,11,1114,2,2,Does not support,False,D,D,True
p19,7,12,590,1,2,Does not support,False,D,D,True
p19,7,12,590,2,3,Does not support,False,D,D,True
p19,7,12,590,3,8,Does not support,False,D,D,True
p19,7,13,7906,1,1,Supports,True,A,A,True
p19,7,13,7906,2,2,Supports,True,A,A,True
p19,7,13,7906,3,4,Supports,True,A,A,True
p19,7,13,7906,4,5,Supports,True,A,A,True
p19,7,14,669,1,9,Supports,True,F,F,True
p19,7,14,669,2,2,Supports,True,F,F,True
p19,7,15,295,1,1,Supports,True,D,D,True
p19,7,15,295,2,2,Supports,True,D,D,True
p19,7,15,295,3,5,Does not support,False,D,D,True
p19,7,16,775,1,6,Supports,True,D,F,False
p19,7,16,775,2,3,Does not support,False,D,F,False
p21,7,1,10,1,6,Supports,True,A,A,True
p21,7,1,10,2,1,Does not support,False,A,A,True
p21,7,2,1974,1,2,Supports,True,A,A,True
p21,7,2,1974,2,5,Does not support,False,A,A,True
p21,7,3,1211,1,3,Does not support,False,A,A,True
p21,7,4,125,1,6,Does not support,False,C,A,False
p21,7,4,125,2,9,Does not support,False,C,A,False
p21,7,5,1328,1,1,Does not support,False,E,E,True
p21,7,5,1328,2,2,Supports,True,E,E,True
p21,7,5,1328,3,4,Does not support,False,E,E,True
p21,7,5,1328,4,7,Does not support,False,E,E,True
p21,7,6,621,1,1,Supports,True,D,D,True
p21,7,6,621,2,5,Supports,True,D,D,True
p21,7,7,1260,1,1,Does not support,False,B,B,True
p21,7,7,1260,2,5,Does not support,False,B,B,True
p21,7,7,1260,3,6,Does not support,False,B,B,True
p21,7,7,1260,4,10,Does not support,False,B,B,True
p21,7,8,780,1,3,Supports,True,E,E,True
p21,7,8,780,2,1,Does not support,False,E,E,True
p21,7,9,1091,1,9,Supports,True,F,F,True
p21,7,9,1091,2,3,Does not support,False,F,F,True
p21,7,9,1091,3,4,Does not support,False,F,F,True
p21,7,10,1227,1,5,Supports,True,A,A,True
p21,7,10,1227,2,10,Supports,True,A,A,True
p21,7,11,1114,1,1,Does not support,False,D,D,True
p21,7,11,1114,2,2,Does not support,False,D,D,True
p21,7,12,590,1,2,Does not support,False,D,D,True
p21,7,12,590,2,3,Does not support,False,D,D,True
p21,7,12,590,3,8,Does not support,False,D,D,True
p21,7,13,7906,1,1,Supports,True,A,A,True
p21,7,13,7906,2,2,Does not support,False,A,A,True
p21,7,13,7906,3,4,Does not support,False,A,A,True
p21,7,13,7906,4,5,Supports,True,A,A,True
p21,7,14,669,1,9,Supports,True,F,F,True
p21,7,14,669,2,2,Supports,True,F,F,True
p21,7,15,295,1,1,Supports,True,D,D,True
p21,7,15,295,2,2,Supports,True,D,D,True
p21,7,15,295,3,5,Does not support,False,D,D,True
p21,7,16,775,1,6,Does not support,False,D,F,False
p21,7,16,775,2,3,Does not support,False,D,F,False
p24,8,1,8301,1,3,Does not support,False,B,A,False
p24,8,1,8301,2,7,Does not support,False,B,A,False
p24,8,2,440,1,5,Does not support,False,D,D,True
p24,8,2,440,2,6,Does not support,False,D,D,True
p24,8,2,440,3,9,Does not support,False,D,D,True
p24,8,3,2591,1,2,Supports,True,B,B,True
p24,8,3,2591,2,6,Supports,True,B,B,True
p24,8,3,2591,3,1,Does not support,False,B,B,True
p24,8,4,9187,1,1,Does not support,False,C,C,True
p24,8,4,9187,2,4,Does not support,False,C,C,True
p24,8,4,9187,3,5,Supports,True,C,C,True
p24,8,4,9187,4,6,Does not support,False,C,C,True
p24,8,5,1087,1,2,Does not support,False,A,E,False
p24,8,5,1087,2,3,Does not support,False,A,E,False
p24,8,5,1087,3,5,Does not support,False,A,E,False
p24,8,6,7524,1,2,Supports,True,C,C,True
p24,8,6,7524,2,5,Does not support,False,C,C,True
p24,8,6,7524,3,6,Does not support,False,C,C,True
p24,8,6,7524,4,7,Supports,True,C,C,True
p24,8,7,1526,1,3,Supports,True,A,A,True
p24,8,8,2007,1,2,Does not support,False,D,D,True
p24,8,8,2007,2,3,Does not support,False,D,D,True
p24,8,8,2007,3,4,Supports,True,D,D,True
p24,8,8,2007,4,5,Does not support,False,D,D,True
p24,8,9,3529,1,1,Supports,True,B,B,True
p24,8,9,3529,2,6,Supports,True,B,B,True
p24,8,10,224,1,1,Does not support,False,B,B,True
p24,8,10,224,2,3,Does not support,False,B,B,True
p24,8,10,224,3,6,Supports,True,B,B,True
p24,8,11,555,1,5,Does not support,False,A,A,True
p24,8,12,582,1,3,Does not support,False,B,B,True
p24,8,12,582,2,6,Does not support,False,B,B,True
p24,8,13,7026,1,2,Supports,True,C,C,True
p24,8,13,7026,2,3,Supports,True,C,C,True
p24,8,14,6710,1,1,Supports,True,C,C,True
p24,8,14,6710,2,2,Supports,True,C,C,True
p24,8,14,6710,3,4,Supports,True,C,C,True
p24,8,15,560,1,2,Does not support,False,A,A,True
p24,8,15,560,2,5,Does not support,False,A,A,True
p24,8,15,560,3,6,Does not support,False,A,A,True
p24,8,16,6851,1,3,Does not support,False,A,A,True
p23,8,1,8301,1,3,Supports,True,B,A,False
p23,8,1,8301,2,7,Supports,True,B,A,False
p23,8,2,440,1,5,Does not support,False,D,D,True
p23,8,2,440,2,6,Does not support,False,D,D,True
p23,8,2,440,3,9,Supports,True,D,D,True
p23,8,3,2591,1,2,Supports,True,B,B,True
p23,8,3,2591,2,6,Does not support,False,B,B,True
p23,8,3,2591,3,1,Supports,True,B,B,True
p23,8,4,9187,1,1,Does not support,False,C,C,True
p23,8,4,9187,2,4,Supports,True,C,C,True
p23,8,4,9187,3,5,Supports,True,C,C,True
p23,8,4,9187,4,6,Supports,True,C,C,True
p23,8,5,1087,1,2,Supports,True,A,E,False
p23,8,5,1087,2,3,Supports,True,A,E,False
p23,8,5,1087,3,5,Does not support,False,A,E,False
p23,8,6,7524,1,2,Supports,True,C,C,True
p23,8,6,7524,2,5,Supports,True,C,C,True
p23,8,6,7524,3,6,Supports,True,C,C,True
p23,8,6,7524,4,7,Supports,True,C,C,True
p23,8,7,1526,1,3,Supports,True,A,A,True
p23,8,8,2007,1,2,Supports,True,D,D,True
p23,8,8,2007,2,3,Supports,True,D,D,True
p23,8,8,2007,3,4,Supports,True,D,D,True
p23,8,8,2007,4,5,Supports,True,D,D,True
p23,8,9,3529,1,1,Supports,True,B,B,True
p23,8,9,3529,2,6,Supports,True,B,B,True
p23,8,10,224,1,1,Does not support,False,B,B,True
p23,8,10,224,2,3,Supports,True,B,B,True
p23,8,10,224,3,6,Supports,True,B,B,True
p23,8,11,555,1,5,Supports,True,A,A,True
p23,8,12,582,1,3,Supports,True,B,B,True
p23,8,12,582,2,6,Supports,True,B,B,True
p23,8,13,7026,1,2,Supports,True,C,C,True
p23,8,13,7026,2,3,Supports,True,C,C,True
p23,8,14,6710,1,1,Supports,True,C,C,True
p23,8,14,6710,2,2,Supports,True,C,C,True
p23,8,14,6710,3,4,Supports,True,C,C,True
p23,8,15,560,1,2,Supports,True,A,A,True
p23,8,15,560,2,5,Does not support,False,A,A,True
p23,8,15,560,3,6,Does not support,False,A,A,True
p23,8,16,6851,1,3,Supports,True,A,A,True
p27,9,1,1930,1,10,Supports,True,C,C,True
p27,9,2,3309,1,2,Supports,True,B,B,True
p27,9,2,3309,2,4,Supports,True,B,B,True
p27,9,2,3309,3,6,Supports,True,B,B,True
p27,9,3,2222,1,1,Supports,True,C,C,True
p27,9,3,2222,2,2,Supports,True,C,C,True
p27,9,3,2222,3,3,Supports,True,C,C,True
p27,9,4,1318,1,7,Does not support,False,B,D,False
p27,9,4,1318,2,5,Does not support,False,B,D,False
p27,9,4,1318,3,3,Does not support,False,B,D,False
p27,9,5,6707,1,1,Supports,True,A,A,True
p27,9,5,6707,2,2,Supports,True,A,A,True
p27,9,5,6707,3,4,Supports,True,A,A,True
p27,9,6,2781,1,1,Supports,True,C,C,True
p27,9,6,2781,2,3,Supports,True,C,C,True
p27,9,6,2781,3,4,Does not support,False,C,C,True
p27,9,6,2781,4,5,Supports,True,C,C,True
p27,9,7,131,1,1,Supports,True,B,B,True
p27,9,7,131,2,4,Does not support,False,B,B,True
p27,9,8,325,1,2,Supports,True,B,B,True
p27,9,9,250,1,1,Does not support,False,D,D,True
p27,9,9,250,2,4,Does not support,False,D,D,True
p27,9,9,250,3,9,Does not support,False,D,D,True
p27,9,10,408,1,1,Does not support,False,A,C,False
p27,9,10,408,2,4,Does not support,False,A,C,False
p27,9,10,408,3,8,Does not support,False,A,C,False
p27,9,11,1072,1,3,Does not support,False,E,E,True
p27,9,12,589,1,3,Supports,True,A,A,True
p27,9,12,589,2,8,Supports,True,A,A,True
p27,9,12,589,3,10,Supports,True,A,A,True
p27,9,13,1006,1,2,Supports,True,D,D,True
p27,9,13,1006,2,10,Supports,True,D,D,True
p27,9,14,5693,1,1,Supports,True,A,A,True
p27,9,14,5693,2,4,Does not support,False,A,A,True
p27,9,15,913,1,1,Does not support,False,E,E,True
p27,9,15,913,2,3,Supports,True,E,E,True
p27,9,15,913,3,5,Does not support,False,E,E,True
p27,9,16,2828,1,5,Does not support,False,D,D,True
p25,9,1,1930,1,10,Supports,True,C,C,True
p25,9,2,3309,1,2,Supports,True,B,B,True
p25,9,2,3309,2,4,Supports,True,B,B,True
p25,9,2,3309,3,6,Supports,True,B,B,True
p25,9,3,2222,1,1,Supports,True,C,C,True
p25,9,3,2222,2,2,Supports,True,C,C,True
p25,9,3,2222,3,3,Does not support,False,C,C,True
p25,9,4,1318,1,7,Does not support,False,B,D,False
p25,9,4,1318,2,5,Does not support,False,B,D,False
p25,9,4,1318,3,3,Does not support,False,B,D,False
p25,9,5,6707,1,1,Supports,True,A,A,True
p25,9,5,6707,2,2,Supports,True,A,A,True
p25,9,5,6707,3,4,Supports,True,A,A,True
p25,9,6,2781,1,1,Supports,True,C,C,True
p25,9,6,2781,2,3,Does not support,False,C,C,True
p25,9,6,2781,3,4,Does not support,False,C,C,True
p25,9,6,2781,4,5,Supports,True,C,C,True
p25,9,7,131,1,1,Does not support,False,B,B,True
p25,9,7,131,2,4,Supports,True,B,B,True
p25,9,8,325,1,2,Supports,True,B,B,True
p25,9,9,250,1,1,Does not support,False,D,D,True
p25,9,9,250,2,4,Supports,True,D,D,True
p25,9,9,250,3,9,Supports,True,D,D,True
p25,9,10,408,1,1,Supports,True,A,C,False
p25,9,10,408,2,4,Supports,True,A,C,False
p25,9,10,408,3,8,Supports,True,A,C,False
p25,9,11,1072,1,3,Supports,True,E,E,True
p25,9,12,589,1,3,Supports,True,A,A,True
p25,9,12,589,2,8,Supports,True,A,A,True
p25,9,12,589,3,10,Supports,True,A,A,True
p25,9,13,1006,1,2,Supports,True,D,D,True
p25,9,13,1006,2,10,Does not support,False,D,D,True
p25,9,14,5693,1,1,Does not support,False,A,A,True
p25,9,14,5693,2,4,Does not support,False,A,A,True
p25,9,15,913,1,1,Supports,True,E,E,True
p25,9,15,913,2,3,Does not support,False,E,E,True
p25,9,15,913,3,5,Does not support,False,E,E,True
p25,9,16,2828,1,5,Does not support,False,D,D,True
p26,9,1,1930,1,10,Supports,True,C,C,True
p26,9,2,3309,1,2,Supports,True,B,B,True
p26,9,2,3309,2,4,Supports,True,B,B,True
p26,9,2,3309,3,6,Supports,True,B,B,True
p26,9,3,2222,1,1,Supports,True,C,C,True
p26,9,3,2222,2,2,Supports,True,C,C,True
p26,9,3,2222,3,3,Supports,True,C,C,True
p26,9,4,1318,1,7,Supports,True,B,D,False
p26,9,4,1318,2,5,Does not support,False,B,D,False
p26,9,4,1318,3,3,Does not support,False,B,D,False
p26,9,5,6707,1,1,Does not support,False,A,A,True
p26,9,5,6707,2,2,Supports,True,A,A,True
p26,9,5,6707,3,4,Does not support,False,A,A,True
p26,9,6,2781,1,1,Supports,True,C,C,True
p26,9,6,2781,2,3,Does not support,False,C,C,True
p26,9,6,2781,3,4,Does not support,False,C,C,True
p26,9,6,2781,4,5,Does not support,False,C,C,True
p26,9,7,131,1,1,Does not support,False,B,B,True
p26,9,7,131,2,4,Supports,True,B,B,True
p26,9,8,325,1,2,Supports,True,B,B,True
p26,9,9,250,1,1,Supports,True,D,D,True
p26,9,9,250,2,4,Does not support,False,D,D,True
p26,9,9,250,3,9,Does not support,False,D,D,True
p26,9,10,408,1,1,Does not support,False,A,C,False
p26,9,10,408,2,4,Does not support,False,A,C,False
p26,9,10,408,3,8,Does not support,False,A,C,False
p26,9,11,1072,1,3,Supports,True,E,E,True
p26,9,12,589,1,3,Supports,True,A,A,True
p26,9,12,589,2,8,Does not support,False,A,A,True
p26,9,12,589,3,10,Supports,True,A,A,True
p26,9,13,1006,1,2,Supports,True,D,D,True
p26,9,13,1006,2,10,Does not support,False,D,D,True
p26,9,14,5693,1,1,Does not support,False,A,A,True
p26,9,14,5693,2,4,Does not support,False,A,A,True
p26,9,15,913,1,1,Supports,True,E,E,True
p26,9,15,913,2,3,Supports,True,E,E,True
p26,9,15,913,3,5,Does not support,False,E,E,True
p26,9,16,2828,1,5,Does not support,False,D,D,True
p28,10,1,9585,1,1,Supports,True,A,A,True
p28,10,1,9585,2,3,Supports,True,A,A,True
p28,10,2,7153,1,6,Supports,True,D,D,True
p28,10,3,6317,1,1,Does not support,False,B,B,True
p28,10,3,6317,2,7,Does not support,False,B,B,True
p28,10,3,6317,3,9,Does not support,False,B,B,True
p28,10,4,6161,1,1,Supports,True,B,B,True
p28,10,4,6161,2,6,Supports,True,B,B,True
p28,10,4,6161,3,7,Supports,True,B,B,True
p28,10,5,4934,1,5,Does not support,False,A,A,True
p28,10,6,5149,1,6,Does not support,False,C,C,True
p28,10,7,908,1,2,Supports,True,D,B,False
p28,10,7,908,2,3,Supports,True,D,B,False
p28,10,7,908,3,5,Does not support,False,D,B,False
p28,10,7,908,4,6,Supports,True,D,B,False
p28,10,7,908,5,8,Supports,True,D,B,False
p28,10,8,7640,1,2,Supports,True,B,B,True
p28,10,8,7640,2,6,Supports,True,B,B,True
p28,10,8,7640,3,5,Does not support,False,B,B,True
p28,10,9,2137,1,6,Supports,True,A,A,True
p28,10,10,806,1,3,Supports,True,A,A,True
p28,10,10,806,2,5,Supports,True,A,A,True
p28,10,10,806,3,9,Supports,True,A,A,True
p28,10,11,1685,1,1,Does not support,False,A,A,True
p28,10,11,1685,2,2,Supports,True,A,A,True
p28,10,11,1685,3,3,Supports,True,A,A,True
p28,10,11,1685,4,4,Supports,True,A,A,True
p28,10,12,980,1,2,Supports,True,C,C,True
p28,10,12,980,2,4,Supports,True,C,C,True
p28,10,12,980,3,6,Supports,True,C,C,True
p28,10,13,1115,1,1,Supports,True,E,E,True
p28,10,13,1115,2,2,Supports,True,E,E,True
p28,10,14,1398,1,1,Does not support,False,D,D,True
p28,10,14,1398,2,4,Supports,True,D,D,True
p28,10,14,1398,3,5,Supports,True,D,D,True
p28,10,14,1398,4,7,Supports,True,D,D,True
p28,10,15,9083,1,4,Does not support,False,A,A,True
p28,10,15,9083,2,6,Does not support,False,A,A,True
p28,10,16,479,1,5,Does not support,False,B,A,False
p30,10,1,9585,1,1,Supports,True,A,A,True
p30,10,1,9585,2,3,Supports,True,A,A,True
p30,10,2,7153,1,6,Does not support,False,D,D,True
p30,10,3,6317,1,1,Does not support,False,B,B,True
p30,10,3,6317,2,7,Does not support,False,B,B,True
p30,10,3,6317,3,9,Does not support,False,B,B,True
p30,10,4,6161,1,1,Supports,True,B,B,True
p30,10,4,6161,2,6,Supports,True,B,B,True
p30,10,4,6161,3,7,Supports,True,B,B,True
p30,10,5,4934,1,5,Does not support,False,A,A,True
p30,10,6,5149,1,6,Supports,True,C,C,True
p30,10,7,908,1,2,Supports,True,D,B,False
p30,10,7,908,2,3,Supports,True,D,B,False
p30,10,7,908,3,5,Does not support,False,D,B,False
p30,10,7,908,4,6,Supports,True,D,B,False
p30,10,7,908,5,8,Supports,True,D,B,False
p30,10,8,7640,1,2,Supports,True,B,B,True
p30,10,8,7640,2,6,Supports,True,B,B,True
p30,10,8,7640,3,5,Does not support,False,B,B,True
p30,10,9,2137,1,6,Supports,True,A,A,True
p30,10,10,806,1,3,Supports,True,A,A,True
p30,10,10,806,2,5,Does not support,False,A,A,True
p30,10,10,806,3,9,Supports,True,A,A,True
p30,10,11,1685,1,1,Supports,True,A,A,True
p30,10,11,1685,2,2,Supports,True,A,A,True
p30,10,11,1685,3,3,Supports,True,A,A,True
p30,10,11,1685,4,4,Supports,True,A,A,True
p30,10,12,980,1,2,Supports,True,C,C,True
p30,10,12,980,2,4,Supports,True,C,C,True
p30,10,12,980,3,6,Does not support,False,C,C,True
p30,10,13,1115,1,1,Supports,True,E,E,True
p30,10,13,1115,2,2,Supports,True,E,E,True
p30,10,14,1398,1,1,Does not support,False,D,D,True
p30,10,14,1398,2,4,Does not support,False,D,D,True
p30,10,14,1398,3,5,Supports,True,D,D,True
p30,10,14,1398,4,7,Does not support,False,D,D,True
p30,10,15,9083,1,4,Supports,True,A,A,True
p30,10,15,9083,2,6,Does not support,False,A,A,True
p30,10,16,479,1,5,Supports,True,B,A,False
p29,10,1,9585,1,1,Supports,True,A,A,True
p29,10,1,9585,2,3,Does not support,False,A,A,True
p29,10,2,7153,1,6,Supports,True,D,D,True
p29,10,3,6317,1,1,Supports,True,B,B,True
p29,10,3,6317,2,7,Does not support,False,B,B,True
p29,10,3,6317,3,9,Does not support,False,B,B,True
p29,10,4,6161,1,1,Supports,True,B,B,True
p29,10,4,6161,2,6,Supports,True,B,B,True
p29,10,4,6161,3,7,Supports,True,B,B,True
p29,10,5,4934,1,5,Does not support,False,A,A,True
p29,10,6,5149,1,6,Supports,True,C,C,True
p29,10,7,908,1,2,Supports,True,D,B,False
p29,10,7,908,2,3,Supports,True,D,B,False
p29,10,7,908,3,5,Does not support,False,D,B,False
p29,10,7,908,4,6,Supports,True,D,B,False
p29,10,7,908,5,8,Supports,True,D,B,False
p29,10,8,7640,1,2,Supports,True,B,B,True
p29,10,8,7640,2,6,Does not support,False,B,B,True
p29,10,8,7640,3,5,Does not support,False,B,B,True
p29,10,9,2137,1,6,Supports,True,A,A,True
p29,10,10,806,1,3,Supports,True,A,A,True
p29,10,10,806,2,5,Does not support,False,A,A,True
p29,10,10,806,3,9,Supports,True,A,A,True
p29,10,11,1685,1,1,Supports,True,A,A,True
p29,10,11,1685,2,2,Supports,True,A,A,True
p29,10,11,1685,3,3,Supports,True,A,A,True
p29,10,11,1685,4,4,Supports,True,A,A,True
p29,10,12,980,1,2,Supports,True,C,C,True
p29,10,12,980,2,4,Supports,True,C,C,True
p29,10,12,980,3,6,Does not support,False,C,C,True
p29,10,13,1115,1,1,Supports,True,E,E,True
p29,10,13,1115,2,2,Supports,True,E,E,True
p29,10,14,1398,1,1,Does not support,False,D,D,True
p29,10,14,1398,2,4,Supports,True,D,D,True
p29,10,14,1398,3,5,Supports,True,D,D,True
p29,10,14,1398,4,7,Supports,True,D,D,True
p29,10,15,9083,1,4,Supports,True,A,A,True
p29,10,15,9083,2,6,Supports,True,A,A,True
p29,10,16,479,1,5,Supports,True,B,A,False
